Before_I,After_I,interval,c,pav.type,Route_id,Section_id2
1,1,11.25,1,1,101001000,101001000022_0013
1,1,11.25,1,1,101001000,101001000022_0013
1,1,11.25,1,1,101001000,101001000022_0013
1,1,11.25,1,1,101001000,101001000022_0013
1,1,11.25,1,1,101001000,101001000022_0013
1,1,11.25,1,1,101001000,101001000022_0013
1,1,11.25,1,1,101001000,101001000022_0014
1,1,11.25,1,1,101001000,101001000022_0014
1,1,11.25,1,1,101001000,101001000022_0014
1,1,11.25,1,1,101001000,101001000022_0014
1,1,11.25,1,1,101001000,101001000022_0014
1,1,11.25,1,1,101001000,101001000022_0014
1,1,11.25,1,1,101001000,101001000022_0014
1,1,11.25,1,1,101001000,101001000022_0014
1,1,11.25,1,1,101001000,101001000022_0014
1,1,11.25,1,1,101001000,101001000022_0014
1,1,11.25,1,1,101001000,101001000022_0014
1,1,11.25,1,1,101001000,101001000022_0015
1,1,11.25,1,1,101001000,101001000022_0015
1,1,11.25,1,1,101001000,101001000022_0015
1,1,11.25,1,1,101001000,101001000022_0015
1,1,11.25,1,1,101001000,101001000022_0015
1,1,11.25,1,1,101001000,101001000022_0015
1,1,11.25,1,1,101001000,101001000022_0015
1,1,11.25,1,1,101001000,101001000022_0015
1,1,11.25,1,1,101001000,101001000022_0015
1,1,11.25,1,1,101001000,101001000022_0015
1,1,11.25,1,1,101001000,101001000022_0015
1,1,11.25,1,1,101001000,101001000022_0016
1,1,11.25,1,1,101001000,101001000022_0016
1,1,11.25,1,1,101001000,101001000022_0016
1,1,11.25,1,1,101001000,101001000022_0016
1,1,11.25,1,1,101001000,101001000022_0016
1,1,11.25,1,1,101001000,101001000022_0016
1,1,11.25,1,1,101001000,101001000022_0016
1,1,11.25,1,1,101001000,101001000022_0016
1,1,11.25,1,1,101001000,101001000022_0016
1,1,11.25,1,1,101001000,101001000022_0016
1,1,11.25,1,1,101001000,101001000022_0016
1,1,11.25,1,1,101001000,101001000022_0017
1,2,11.25,1,1,101001000,101001000022_0017
1,1,11.25,1,1,101001000,101001000022_0017
1,1,11.25,1,1,101001000,101001000022_0017
1,1,11.25,1,1,101001000,101001000022_0017
1,1,11.25,1,1,101001000,101001000022_0017
1,1,11.25,1,1,101001000,101001000022_0017
1,1,11.25,1,1,101001000,101001000022_0017
1,1,11.25,1,1,101001000,101001000022_0017
1,1,11.25,1,1,101001000,101001000022_0017
1,1,11.25,1,1,101001000,101001000022_0017
1,1,11.25,1,1,101001000,101001000022_0018
1,1,11.25,1,1,101001000,101001000022_0018
1,1,11.25,1,1,101001000,101001000022_0018
1,1,11.25,1,1,101001000,101001000022_0018
1,1,11.25,1,1,101001000,101001000022_0018
1,1,11.25,1,1,101001000,101001000022_0018
1,1,11.25,1,1,101001000,101001000022_0018
1,1,11.25,1,1,101001000,101001000022_0018
1,1,11.25,1,1,101001000,101001000022_0018
1,1,11.25,1,1,101001000,101001000022_0018
1,1,11.25,1,1,101001000,101001000022_0018
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0019
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0020
1,1,11.25,1,1,101001000,101001000022_0022
1,1,11.25,1,1,101001000,101001000022_0022
1,1,11.25,1,1,101001000,101001000022_0022
1,1,11.25,1,1,101001000,101001000022_0022
1,1,11.25,1,1,101001000,101001000022_0022
1,1,11.25,1,1,101001000,101001000022_0022
1,1,11.25,1,1,101001000,101001000022_0022
1,1,11.25,1,1,101001000,101001000022_0022
1,1,11.25,1,1,101001000,101001000022_0022
1,1,11.25,1,1,101001000,101001000022_0022
1,1,11.25,1,1,101001000,101001000022_0022
1,1,11.25,1,1,101001000,101001000022_0022
1,2,11.25,1,1,101001000,101001000022_0023
1,1,11.25,1,1,101001000,101001000022_0023
1,1,11.25,1,1,101001000,101001000022_0023
1,1,11.25,1,1,101001000,101001000022_0023
1,1,11.25,1,1,101001000,101001000022_0023
1,1,11.25,1,1,101001000,101001000022_0023
1,1,11.25,1,1,101001000,101001000022_0023
1,1,11.25,1,1,101001000,101001000022_0023
1,1,11.25,1,1,101001000,101001000022_0023
1,1,11.25,1,1,101001000,101001000022_0023
1,1,11.25,1,1,101001000,101001000022_0024
1,1,11.25,1,1,101001000,101001000022_0024
1,1,11.25,1,1,101001000,101001000022_0024
1,1,11.25,1,1,101001000,101001000022_0024
1,1,11.25,1,1,101001000,101001000022_0024
1,1,11.25,1,1,101001000,101001000022_0024
1,1,11.25,1,1,101001000,101001000022_0024
1,1,11.25,1,1,101001000,101001000022_0024
1,1,11.25,1,1,101001000,101001000022_0024
1,1,11.25,1,1,101001000,101001000022_0024
1,1,11.25,1,1,101001000,101001000022_0024
1,1,11.25,1,1,101001000,101001000022_0025
1,1,11.25,1,1,101001000,101001000022_0025
1,1,11.25,1,1,101001000,101001000022_0025
1,1,11.25,1,1,101001000,101001000022_0025
1,1,11.25,1,1,101001000,101001000022_0025
1,2,11.25,1,1,101001000,101001000022_0025
1,4,11.25,1,1,101001000,101001000022_0025
1,2,11.25,1,1,101001000,101001000022_0025
1,2,11.25,1,1,101001000,101001000022_0025
1,2,11.25,1,1,101001000,101001000022_0025
1,1,11.25,1,1,101001000,101001000022_0025
1,1,11.25,1,1,101001000,101001000022_0026
1,2,11.25,1,1,101001000,101001000022_0026
1,1,11.25,1,1,101001000,101001000022_0026
1,1,11.25,1,1,101001000,101001000022_0026
1,1,11.25,1,1,101001000,101001000022_0026
1,1,11.25,1,1,101001000,101001000022_0026
1,1,11.25,1,1,101001000,101001000022_0026
1,1,11.25,1,1,101001000,101001000022_0026
1,1,11.25,1,1,101001000,101001000022_0026
1,1,11.25,1,1,101001000,101001000022_0026
1,1,11.25,1,1,101001000,101001000022_0027
1,1,11.25,1,1,101001000,101001000022_0027
1,1,11.25,1,1,101001000,101001000022_0027
1,1,11.25,1,1,101001000,101001000022_0027
1,1,11.25,1,1,101001000,101001000022_0027
1,2,11.25,1,1,101001000,101001000022_0027
1,1,11.25,1,1,101001000,101001000022_0027
1,1,11.25,1,1,101001000,101001000022_0027
1,2,11.25,1,1,101001000,101001000022_0027
1,1,11.25,1,1,101001000,101001000022_0027
1,1,11.25,1,1,101001000,101001000022_0028
1,1,11.25,1,1,101001000,101001000022_0028
1,1,11.25,1,1,101001000,101001000022_0028
1,1,11.25,1,1,101001000,101001000022_0028
1,1,11.25,1,1,101001000,101001000022_0028
1,1,11.25,1,1,101001000,101001000022_0028
1,1,11.25,1,1,101001000,101001000022_0028
1,2,11.25,1,1,101001000,101001000022_0028
1,1,11.25,1,1,101001000,101001000022_0028
1,1,11.25,1,1,101001000,101001000022_0028
1,2,11.25,1,1,101001000,101001000022_0029
1,2,11.25,1,1,101001000,101001000022_0029
1,1,11.25,1,1,101001000,101001000022_0029
1,1,11.25,1,1,101001000,101001000022_0029
1,1,11.25,1,1,101001000,101001000022_0029
1,1,11.25,1,1,101001000,101001000022_0029
1,1,11.25,1,1,101001000,101001000022_0029
1,1,11.25,1,1,101001000,101001000022_0029
1,1,11.25,1,1,101001000,101001000022_0029
1,2,11.25,1,1,101001000,101001000022_0029
1,1,11.25,1,1,101001000,101001000022_0029
1,1,11.25,1,1,101001000,101001000022_0030
1,2,11.25,1,1,101001000,101001000022_0030
1,1,11.25,1,1,101001000,101001000022_0030
1,2,11.25,1,1,101001000,101001000022_0030
1,2,11.25,1,1,101001000,101001000022_0030
1,2,11.25,1,1,101001000,101001000022_0030
1,2,11.25,1,1,101001000,101001000022_0030
1,2,11.25,1,1,101001000,101001000022_0030
1,2,11.25,1,1,101001000,101001000022_0030
1,1,11.25,1,1,101001000,101001000022_0030
1,1,11.25,1,1,101001000,101001000022_0030
1,2,11.25,1,1,101001000,101001000022_0031
1,3,11.25,1,1,101001000,101001000022_0031
1,2,11.25,1,1,101001000,101001000022_0031
1,1,11.25,1,1,101001000,101001000022_0031
1,1,11.25,1,1,101001000,101001000022_0031
1,1,11.25,1,1,101001000,101001000022_0031
1,1,11.25,1,1,101001000,101001000022_0031
1,1,11.25,1,1,101001000,101001000022_0031
1,1,11.25,1,1,101001000,101001000022_0031
1,1,11.25,1,1,101001000,101001000022_0031
1,1,11.25,1,1,101001000,101001000022_0031
1,1,11.25,1,1,101001000,101001000022_0032
1,1,11.25,1,1,101001000,101001000022_0032
1,1,11.25,1,1,101001000,101001000022_0032
1,1,11.25,1,1,101001000,101001000022_0032
1,1,11.25,1,1,101001000,101001000022_0032
1,1,11.25,1,1,101001000,101001000022_0032
1,2,11.25,1,1,101001000,101001000022_0032
1,2,11.25,1,1,101001000,101001000022_0032
1,2,11.25,1,1,101001000,101001000022_0032
1,2,11.25,1,1,101001000,101001000022_0032
1,3,11.25,1,1,101001000,101001000022_0033
1,2,11.25,1,1,101001000,101001000022_0033
1,2,11.25,1,1,101001000,101001000022_0033
1,2,11.25,1,1,101001000,101001000022_0033
1,2,11.25,1,1,101001000,101001000022_0033
1,2,11.25,1,1,101001000,101001000022_0033
1,2,11.25,1,1,101001000,101001000022_0033
1,1,11.25,1,1,101001000,101001000022_0033
1,2,11.25,1,1,101001000,101001000022_0033
1,3,11.25,1,1,101001000,101001000022_0033
1,1,11.25,1,1,101001000,101001000022_0033
1,1,11.25,1,1,101001000,101001000022_0033
1,1,11.25,1,1,101001000,101001000022_0034
1,1,11.25,1,1,101001000,101001000022_0034
1,1,11.25,1,1,101001000,101001000022_0034
1,1,11.25,1,1,101001000,101001000022_0034
1,1,11.25,1,1,101001000,101001000022_0034
1,1,11.25,1,1,101001000,101001000022_0034
1,1,11.25,1,1,101001000,101001000022_0034
1,1,11.25,1,1,101001000,101001000022_0034
1,2,11.25,1,1,101001000,101001000022_0034
1,2,11.25,1,1,101001000,101001000022_0034
1,1,11.25,1,1,101001000,101001000022_0034
1,1,11.25,1,1,101001000,101001000022_0034
1,1,11.25,1,1,101001000,101001000022_0034
1,2,11.25,1,1,101001000,101001000022_0035
1,3,11.25,1,1,101001000,101001000022_0035
1,1,11.25,1,1,101001000,101001000022_0035
1,1,11.25,1,1,101001000,101001000022_0035
1,2,11.25,1,1,101001000,101001000022_0035
1,2,11.25,1,1,101001000,101001000022_0035
1,2,11.25,1,1,101001000,101001000022_0035
1,1,11.25,1,1,101001000,101001000022_0035
1,1,11.25,1,1,101001000,101001000022_0035
1,2,11.25,1,1,101001000,101001000022_0035
1,1,11.25,1,1,101001000,101001000022_0035
1,2,11.25,1,1,101001000,101001000022_0035
1,2,11.25,1,1,101001000,101001000022_0035
1,3,11.25,1,1,101001000,101001000022_0035
1,3,11.25,1,1,101001000,101001000022_0036
1,2,11.25,1,1,101001000,101001000022_0036
1,2,11.25,1,1,101001000,101001000022_0036
1,4,11.25,1,1,101001000,101001000022_0036
1,6,11.25,1,1,101001000,101001000022_0036
1,5,11.25,1,1,101001000,101001000022_0036
1,5,11.25,1,1,101001000,101001000022_0036
1,1,11.25,1,1,101001000,101001000022_0036
1,1,11.25,1,1,101001000,101001000022_0036
1,5,11.25,1,1,101001000,101001000022_0036
1,3,11.25,1,1,101001000,101001000022_0036
1,1,11.25,1,1,101001000,101001000022_0036
1,1,11.25,1,1,101001000,101001000022_0036
1,1,11.25,1,1,101001000,101001000022_0037
1,2,11.25,1,1,101001000,101001000022_0037
1,1,11.25,1,1,101001000,101001000022_0037
1,2,11.25,1,1,101001000,101001000022_0037
1,3,11.25,1,1,101001000,101001000022_0037
1,1,11.25,1,1,101001000,101001000022_0037
1,2,11.25,1,1,101001000,101001000022_0037
1,1,11.25,1,1,101001000,101001000022_0037
1,1,11.25,1,1,101001000,101001000022_0037
1,1,11.25,1,1,101001000,101001000022_0037
1,1,11.25,1,1,101001000,101001000022_0038
1,1,11.25,1,1,101001000,101001000022_0038
1,1,11.25,1,1,101001000,101001000022_0038
1,1,11.25,1,1,101001000,101001000022_0038
1,1,11.25,1,1,101001000,101001000022_0038
1,2,11.25,1,1,101001000,101001000022_0038
1,1,11.25,1,1,101001000,101001000022_0038
1,2,11.25,1,1,101001000,101001000022_0038
1,2,11.25,1,1,101001000,101001000022_0038
1,2,11.25,1,1,101001000,101001000022_0038
1,1,11.25,1,1,101001000,101001000022_0038
1,1,11.25,1,1,101001000,101001000022_0038
1,1,11.25,1,1,101001000,101001000022_0038
1,2,11.25,1,1,101001000,101001000022_0038
1,1,11.25,1,1,101001000,101001000022_0038
1,1,11.25,1,1,101001000,101001000022_0039
1,2,11.25,1,1,101001000,101001000022_0039
1,2,11.25,1,1,101001000,101001000022_0039
1,2,11.25,1,1,101001000,101001000022_0039
1,1,11.25,1,1,101001000,101001000022_0039
1,1,11.25,1,1,101001000,101001000022_0039
1,1,11.25,1,1,101001000,101001000022_0039
1,1,11.25,1,1,101001000,101001000022_0039
1,1,11.25,1,1,101001000,101001000022_0039
1,1,11.25,1,1,101001000,101001000022_0039
1,2,11.25,1,1,101001000,101001000022_0040
1,2,11.25,1,1,101001000,101001000022_0040
1,1,11.25,1,1,101001000,101001000022_0040
1,2,11.25,1,1,101001000,101001000022_0040
1,1,11.25,1,1,101001000,101001000022_0040
1,1,11.25,1,1,101001000,101001000022_0040
1,1,11.25,1,1,101001000,101001000022_0040
1,1,11.25,1,1,101001000,101001000022_0040
1,1,11.25,1,1,101001000,101001000022_0040
1,1,11.25,1,1,101001000,101001000022_0040
1,1,11.25,1,1,101001000,101001000022_0040
1,1,11.25,1,1,101001000,101001000022_0040
1,3,11.25,1,1,101001000,101001000022_0040
1,2,11.25,1,1,101001000,101001000022_0041
1,1,11.25,1,1,101001000,101001000022_0041
1,2,11.25,1,1,101001000,101001000022_0041
1,2,11.25,1,1,101001000,101001000022_0041
1,1,11.25,1,1,101001000,101001000022_0041
1,1,11.25,1,1,101001000,101001000022_0041
1,1,11.25,1,1,101001000,101001000022_0041
1,1,11.25,1,1,101001000,101001000022_0041
1,1,11.25,1,1,101001000,101001000022_0041
1,1,11.25,1,1,101001000,101001000022_0041
1,1,11.25,1,1,101001000,101001000022_0042
1,1,11.25,1,1,101001000,101001000022_0042
1,1,11.25,1,1,101001000,101001000022_0042
1,1,11.25,1,1,101001000,101001000022_0042
1,1,11.25,1,1,101001000,101001000022_0042
1,1,11.25,1,1,101001000,101001000022_0042
1,1,11.25,1,1,101001000,101001000022_0042
1,1,11.25,1,1,101001000,101001000022_0042
1,1,11.25,1,1,101001000,101001000022_0042
1,1,11.25,1,1,101001000,101001000022_0042
1,1,11.25,1,1,101001000,101001000022_0042
1,1,11.25,1,1,101001000,101001000022_0043
1,1,11.25,1,1,101001000,101001000022_0043
1,1,11.25,1,1,101001000,101001000022_0043
1,1,11.25,1,1,101001000,101001000022_0043
1,1,11.25,1,1,101001000,101001000022_0043
1,1,11.25,1,1,101001000,101001000022_0043
1,1,11.25,1,1,101001000,101001000022_0043
1,1,11.25,1,1,101001000,101001000022_0043
1,1,11.25,1,1,101001000,101001000022_0043
1,1,11.25,1,1,101001000,101001000022_0043
1,1,11.25,1,1,101001000,101001000022_0043
1,1,11.25,1,1,101001000,101001000022_0044
1,1,11.25,1,1,101001000,101001000022_0044
1,1,11.25,1,1,101001000,101001000022_0044
1,1,11.25,1,1,101001000,101001000022_0044
1,1,11.25,1,1,101001000,101001000022_0044
1,1,11.25,1,1,101001000,101001000022_0044
1,1,11.25,1,1,101001000,101001000022_0044
1,1,11.25,1,1,101001000,101001000022_0044
1,1,11.25,1,1,101001000,101001000022_0044
1,1,11.25,1,1,101001000,101001000022_0044
1,1,11.25,1,1,101001000,101001000022_0044
1,2,11.25,1,1,101001000,101001000022_0045
1,1,11.25,1,1,101001000,101001000022_0045
1,2,11.25,1,1,101001000,101001000022_0045
1,2,11.25,1,1,101001000,101001000022_0045
1,2,11.25,1,1,101001000,101001000022_0045
1,1,11.25,1,1,101001000,101001000022_0045
1,1,11.25,1,1,101001000,101001000022_0045
1,1,11.25,1,1,101001000,101001000022_0045
1,1,11.25,1,1,101001000,101001000022_0045
1,1,11.25,1,1,101001000,101001000022_0045
1,1,11.25,1,1,101001000,101001000022_0046
1,1,11.25,1,1,101001000,101001000022_0046
1,1,11.25,1,1,101001000,101001000022_0046
1,2,11.25,1,1,101001000,101001000022_0046
1,2,11.25,1,1,101001000,101001000022_0046
1,1,11.25,1,1,101001000,101001000022_0046
1,1,11.25,1,1,101001000,101001000022_0046
1,2,11.25,1,1,101001000,101001000022_0046
1,2,11.25,1,1,101001000,101001000022_0046
1,1,11.25,1,1,101001000,101001000022_0046
1,1,11.25,1,1,101001000,101001000022_0046
1,1,11.25,1,1,101001000,101001000022_0047
1,1,11.25,1,1,101001000,101001000022_0047
1,1,11.25,1,1,101001000,101001000022_0047
1,1,11.25,1,1,101001000,101001000022_0047
1,1,11.25,1,1,101001000,101001000022_0047
1,2,11.25,1,1,101001000,101001000022_0047
1,1,11.25,1,1,101001000,101001000022_0047
1,1,11.25,1,1,101001000,101001000022_0047
1,1,11.25,1,1,101001000,101001000022_0047
1,1,11.25,1,1,101001000,101001000022_0047
1,1,11.25,1,1,101001000,101001000022_0047
1,1,11.25,1,1,101001000,101001000022_0048
1,1,11.25,1,1,101001000,101001000022_0048
1,1,11.25,1,1,101001000,101001000022_0048
1,1,11.25,1,1,101001000,101001000022_0048
1,1,11.25,1,1,101001000,101001000022_0048
1,1,11.25,1,1,101001000,101001000022_0048
1,1,11.25,1,1,101001000,101001000022_0048
1,1,11.25,1,1,101001000,101001000022_0048
1,1,11.25,1,1,101001000,101001000022_0048
1,1,11.25,1,1,101001000,101001000022_0048
1,1,11.25,1,1,101001000,101001000022_0049
1,1,11.25,1,1,101001000,101001000022_0049
1,2,11.25,1,1,101001000,101001000022_0049
1,1,11.25,1,1,101001000,101001000022_0049
1,2,11.25,1,1,101001000,101001000022_0049
1,1,11.25,1,1,101001000,101001000022_0049
1,1,11.25,1,1,101001000,101001000022_0049
1,1,11.25,1,1,101001000,101001000022_0049
1,1,11.25,1,1,101001000,101001000022_0049
1,1,11.25,1,1,101001000,101001000022_0049
1,1,11.25,1,1,101001000,101001000022_0049
1,1,11.25,1,1,101001000,101001000022_0049
1,2,11.25,1,1,101001000,101001000022_0050
1,1,11.25,1,1,101001000,101001000022_0050
1,1,11.25,1,1,101001000,101001000022_0050
1,1,11.25,1,1,101001000,101001000022_0050
1,1,11.25,1,1,101001000,101001000022_0050
1,1,11.25,1,1,101001000,101001000022_0050
1,1,11.25,1,1,101001000,101001000022_0050
1,1,11.25,1,1,101001000,101001000022_0050
1,1,11.25,1,1,101001000,101001000022_0050
1,2,11.25,1,1,101001000,101001000022_0050
1,1,11.25,1,1,101001000,101001000022_0050
1,3,11.25,1,1,101001000,101001000022_0051
1,2,11.25,1,1,101001000,101001000022_0051
1,3,11.25,1,1,101001000,101001000022_0051
1,3,11.25,1,1,101001000,101001000022_0051
1,2,11.25,1,1,101001000,101001000022_0051
1,2,11.25,1,1,101001000,101001000022_0051
1,2,11.25,1,1,101001000,101001000022_0051
1,3,11.25,1,1,101001000,101001000022_0051
1,1,11.25,1,1,101001000,101001000022_0051
1,1,11.25,1,1,101001000,101001000022_0051
1,1,11.25,1,1,101001000,101001000022_0051
1,1,11.25,1,1,101001000,101001000022_0052
1,1,11.25,1,3,101001000,101001000022_0052
1,1,11.25,1,3,101001000,101001000022_0052
